,hyperparameters,trial_id,parent_study_id
3531,"{'base_score': 0.5, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'learn_rate': 0.08827133737392039, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'max_depth': 10, 'min_child_weight': 32, 'max_count': 231}",model_20210816-094722-afd01bc4fb-4c57f31850,model_20210816-094722-afd01bc4fb
3532,"{'subsample_ratio': 1.0, 'tree_method': 'auto', 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'min_child_weight': 67, 'learn_rate': 0.08540606747326558, 'column_sample_by_level': 1.0, 'max_depth': 11, 'max_count': 104, 'base_score': 0.5, 'loss': 'none'}",model_20210816-094722-afd01bc4fb-8c1889e707,model_20210816-094722-afd01bc4fb
3533,"{'base_score': 0.5, 'column_sample_by_level': 1.0, 'max_depth': 11, 'tree_method': 'auto', 'learn_rate': 0.05501124956434993, 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'min_child_weight': 46, 'max_count': 184, 'subsample_ratio': 1.0, 'loss': 'none'}",model_20210816-094722-afd01bc4fb-a0c2b04a24,model_20210816-094722-afd01bc4fb
3534,"{'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'min_child_weight': 51, 'column_sample_by_tree': 1.0, 'max_depth': 12, 'l2_regularization': 1.0, 'learn_rate': 0.06358759033108259, 'max_count': 396, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'tree_method': 'auto'}",model_20210816-094722-afd01bc4fb-3b5c8bee02,model_20210816-094722-afd01bc4fb
3535,"{'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'min_child_weight': 59, 'base_score': 0.5, 'monotone_constraints': '(0)', 'max_count': 337, 'max_depth': 10, 'column_sample_by_tree': 1.0, 'learn_rate': 0.0683029606280221, 'column_sample_by_level': 1.0, 'tree_method': 'auto'}",model_20210816-094722-afd01bc4fb-d424fbfb57,model_20210816-094722-afd01bc4fb
3536,"{'subsample_ratio': 1.0, 'base_score': 0.5, 'max_depth': 12, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'min_child_weight': 36, 'monotone_constraints': '(0)', 'learn_rate': 0.08886592550562739, 'tree_method': 'auto', 'max_count': 398, 'l2_regularization': 1.0}",model_20210816-094722-afd01bc4fb-be851532dc,model_20210816-094722-afd01bc4fb
3537,"{'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'subsample_ratio': 1.0, 'learn_rate': 0.09350949116352839, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'max_count': 397, 'min_child_weight': 38, 'max_depth': 12, 'maxCategories': -2}",model_20210816-094722-afd01bc4fb-52fd1a8aff,model_20210816-094722-afd01bc4fb
3538,"{'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'max_depth': 10, 'l2_regularization': 1.0, 'tree_method': 'auto', 'max_count': 121, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'min_child_weight': 44, 'learn_rate': 0.06660094853002671, 'base_score': 0.5}",model_20210816-094644-7bfd38af85-b6783504c0,model_20210816-094644-7bfd38af85
3539,"{'subsample_ratio': 1.0, 'base_score': 0.5, 'column_sample_by_tree': 1.0, 'max_count': 204, 'learn_rate': 0.0603146004699061, 'l2_regularization': 1.0, 'max_depth': 12, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'min_child_weight': 67, 'loss': 'none'}",model_20210816-094644-7bfd38af85-303c5e18df,model_20210816-094644-7bfd38af85
3540,"{'column_sample_by_tree': 1.0, 'max_count': 224, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'max_depth': 11, 'min_child_weight': 48, 'monotone_constraints': '(0)', 'learn_rate': 0.08722156988150744, 'base_score': 0.5}",model_20210816-094644-7bfd38af85-7e0f2e4a77,model_20210816-094644-7bfd38af85
3541,"{'max_count': 345, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'max_depth': 10, 'base_score': 0.5, 'min_child_weight': 57, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'learn_rate': 0.0841443920503716}",model_20210816-094644-7bfd38af85-39c98f635e,model_20210816-094644-7bfd38af85
3542,"{'tree_method': 'auto', 'min_child_weight': 34, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'max_count': 318, 'column_sample_by_level': 1.0, 'max_depth': 11, 'base_score': 0.5, 'column_sample_by_tree': 1.0, 'learn_rate': 0.05731176700964989}",model_20210816-094644-7bfd38af85-5c8565498d,model_20210816-094644-7bfd38af85
3543,"{'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'max_depth': 12, 'base_score': 0.5, 'monotone_constraints': '(0)', 'learn_rate': 0.05084298379787197, 'min_child_weight': 68, 'max_count': 271}",model_20210816-094644-7bfd38af85-b961e0290a,model_20210816-094644-7bfd38af85
3544,"{'min_child_weight': 68, 'learn_rate': 0.052136705707309244, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'max_depth': 12, 'tree_method': 'auto', 'max_count': 385, 'subsample_ratio': 1.0, 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0}",model_20210816-094644-7bfd38af85-00a006de5a,model_20210816-094644-7bfd38af85
3545,"{'learn_rate': 0.051466496438952666, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'monotone_constraints': '(0)', 'max_count': 388, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'min_child_weight': 63, 'max_depth': 12, 'l2_regularization': 1.0}",model_20210816-094644-7bfd38af85-fba4a4f419,model_20210816-094644-7bfd38af85
3546,"{'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'min_child_weight': 47, 'l2_regularization': 1.0, 'max_depth': 12, 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'learn_rate': 0.05077690957735298, 'max_count': 272}",model_20210816-094642-5a31fce3a4-8a7f002148,model_20210816-094642-5a31fce3a4
3547,"{'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'learn_rate': 0.0763473595695579, 'max_depth': 11, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'max_count': 322, 'min_child_weight': 69, 'tree_method': 'auto'}",model_20210816-094642-5a31fce3a4-f98ba63cd7,model_20210816-094642-5a31fce3a4
3548,"{'min_child_weight': 40, 'l2_regularization': 1.0, 'max_count': 199, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'max_depth': 10, 'learn_rate': 0.05788450902115299, 'monotone_constraints': '(0)', 'maxCategories': -2}",model_20210816-094642-5a31fce3a4-f07e0a6aa7,model_20210816-094642-5a31fce3a4
3549,"{'column_sample_by_level': 1.0, 'max_depth': 11, 'base_score': 0.5, 'learn_rate': 0.0978344373886999, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'monotone_constraints': '(0)', 'max_count': 342, 'min_child_weight': 36, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'maxCategories': -2}",model_20210816-094642-5a31fce3a4-66296080a4,model_20210816-094642-5a31fce3a4
3550,"{'subsample_ratio': 1.0, 'min_child_weight': 62, 'max_count': 105, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'max_depth': 10, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'learn_rate': 0.07491314817777846, 'l2_regularization': 1.0}",model_20210816-094642-5a31fce3a4-4bf600bdc1,model_20210816-094642-5a31fce3a4
3551,"{'learn_rate': 0.09892341998795881, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'base_score': 0.5, 'max_depth': 11, 'max_count': 393, 'min_child_weight': 52, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'column_sample_by_level': 1.0}",model_20210816-094642-5a31fce3a4-c735676a77,model_20210816-094642-5a31fce3a4
3552,"{'learn_rate': 0.058346407068801724, 'base_score': 0.5, 'monotone_constraints': '(0)', 'min_child_weight': 31, 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'max_depth': 11, 'subsample_ratio': 1.0, 'max_count': 162, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0}",model_20210816-094642-5a31fce3a4-c8a3346a76,model_20210816-094642-5a31fce3a4
3553,"{'min_child_weight': 30, 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'learn_rate': 0.09425002718184682, 'base_score': 0.5, 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'tree_method': 'auto', 'max_depth': 10, 'max_count': 335, 'column_sample_by_tree': 1.0}",model_20210816-094642-5a31fce3a4-05ddbceadf,model_20210816-094642-5a31fce3a4
3554,"{'max_count': 239, 'learn_rate': 0.09914634490762901, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0, 'min_child_weight': 60, 'max_depth': 11, 'base_score': 0.5, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'l2_regularization': 1.0}",model_20210816-094642-5a31fce3a4-1230139ad5,model_20210816-094642-5a31fce3a4
3555,"{'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'tree_method': 'auto', 'max_depth': 11, 'column_sample_by_level': 1.0, 'max_count': 394, 'learn_rate': 0.07252422152035679, 'min_child_weight': 59, 'column_sample_by_tree': 1.0, 'base_score': 0.5}",model_20210816-094601-e7ae6d0c5f-d7c9b5b6ef,model_20210816-094601-e7ae6d0c5f
3556,"{'learn_rate': 0.052545831193709557, 'l2_regularization': 1.0, 'max_depth': 11, 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'min_child_weight': 36, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'base_score': 0.5, 'max_count': 317, 'column_sample_by_tree': 1.0}",model_20210816-094601-e7ae6d0c5f-91c28513e4,model_20210816-094601-e7ae6d0c5f
3557,"{'learn_rate': 0.07595341545408031, 'min_child_weight': 45, 'base_score': 0.5, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'max_count': 206, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'max_depth': 10}",model_20210816-094601-e7ae6d0c5f-0b275f7b78,model_20210816-094601-e7ae6d0c5f
3558,"{'base_score': 0.5, 'max_depth': 11, 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'max_count': 138, 'column_sample_by_tree': 1.0, 'min_child_weight': 67, 'column_sample_by_level': 1.0, 'learn_rate': 0.06549171745082874, 'tree_method': 'auto'}",model_20210816-094601-e7ae6d0c5f-b8cd399ff6,model_20210816-094601-e7ae6d0c5f
3559,"{'subsample_ratio': 1.0, 'learn_rate': 0.0909454703534446, 'base_score': 0.5, 'l2_regularization': 1.0, 'min_child_weight': 47, 'max_depth': 12, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'max_count': 247, 'tree_method': 'auto', 'column_sample_by_tree': 1.0}",model_20210816-094601-e7ae6d0c5f-d63effc8be,model_20210816-094601-e7ae6d0c5f
3560,"{'base_score': 0.5, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'max_depth': 12, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'learn_rate': 0.09752891036390159, 'column_sample_by_level': 1.0, 'min_child_weight': 64, 'max_count': 243, 'loss': 'none'}",model_20210816-094601-e7ae6d0c5f-25dd93ba93,model_20210816-094601-e7ae6d0c5f
3561,"{'tree_method': 'auto', 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'min_child_weight': 63, 'subsample_ratio': 1.0, 'max_count': 339, 'base_score': 0.5, 'learn_rate': 0.0944562329454474, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'max_depth': 12}",model_20210816-094601-e7ae6d0c5f-302224631c,model_20210816-094601-e7ae6d0c5f
3562,"{'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'learn_rate': 0.07140007938317704, 'min_child_weight': 64, 'column_sample_by_tree': 1.0, 'max_count': 363, 'tree_method': 'auto', 'max_depth': 11}",model_20210816-094513-f85b1db7b0-3dacb44df2,model_20210816-094513-f85b1db7b0
3563,"{'learn_rate': 0.08073027526841112, 'l2_regularization': 1.0, 'min_child_weight': 31, 'base_score': 0.5, 'monotone_constraints': '(0)', 'max_count': 260, 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'max_depth': 10, 'tree_method': 'auto'}",model_20210816-094513-f85b1db7b0-1c2763799b,model_20210816-094513-f85b1db7b0
3564,"{'max_count': 132, 'min_child_weight': 53, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'learn_rate': 0.08878197178464703, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'max_depth': 11, 'tree_method': 'auto', 'subsample_ratio': 1.0}",model_20210816-094513-f85b1db7b0-87570833fd,model_20210816-094513-f85b1db7b0
3565,"{'column_sample_by_tree': 1.0, 'max_count': 324, 'l2_regularization': 1.0, 'base_score': 0.5, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'max_depth': 10, 'column_sample_by_level': 1.0, 'min_child_weight': 61, 'learn_rate': 0.06386512251839101}",model_20210816-094513-f85b1db7b0-e7bae08b50,model_20210816-094513-f85b1db7b0
3566,"{'learn_rate': 0.052148910366537946, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'base_score': 0.5, 'min_child_weight': 40, 'column_sample_by_tree': 1.0, 'max_count': 192, 'max_depth': 12, 'loss': 'none'}",model_20210816-094513-f85b1db7b0-397330c07a,model_20210816-094513-f85b1db7b0
3567,"{'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'base_score': 0.5, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'max_count': 190, 'min_child_weight': 59, 'column_sample_by_tree': 1.0, 'max_depth': 12, 'learn_rate': 0.07581820676524326}",model_20210816-094513-f85b1db7b0-8da7e76003,model_20210816-094513-f85b1db7b0
3568,"{'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0, 'max_depth': 12, 'l2_regularization': 1.0, 'base_score': 0.5, 'max_count': 224, 'min_child_weight': 48, 'learn_rate': 0.07627756637590428, 'tree_method': 'auto', 'column_sample_by_level': 1.0}",model_20210816-094513-f85b1db7b0-76a704e265,model_20210816-094513-f85b1db7b0
3569,"{'l2_regularization': 1.0, 'base_score': 0.5, 'max_depth': 11, 'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'min_child_weight': 66, 'learn_rate': 0.08886383367502246, 'max_count': 231, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)'}",model_20210816-094418-72aec94e18-8d8b922698,model_20210816-094418-72aec94e18
3570,"{'max_depth': 11, 'column_sample_by_level': 1.0, 'max_count': 109, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'learn_rate': 0.052453268598752635, 'tree_method': 'auto', 'base_score': 0.5, 'l2_regularization': 1.0, 'min_child_weight': 56}",model_20210816-094418-72aec94e18-f8708edc02,model_20210816-094418-72aec94e18
3571,"{'tree_method': 'auto', 'base_score': 0.5, 'max_depth': 11, 'column_sample_by_level': 1.0, 'max_count': 162, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'learn_rate': 0.05874540158677445, 'min_child_weight': 36, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0}",model_20210816-094418-72aec94e18-617d775fad,model_20210816-094418-72aec94e18
3572,"{'subsample_ratio': 1.0, 'base_score': 0.5, 'column_sample_by_tree': 1.0, 'min_child_weight': 53, 'l2_regularization': 1.0, 'learn_rate': 0.0838855432735144, 'column_sample_by_level': 1.0, 'max_depth': 10, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'max_count': 377}",model_20210816-094418-72aec94e18-2bb371e4e5,model_20210816-094418-72aec94e18
3573,"{'subsample_ratio': 1.0, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'max_count': 337, 'base_score': 0.5, 'max_depth': 12, 'min_child_weight': 41, 'learn_rate': 0.0686705591611237, 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'l2_regularization': 1.0}",model_20210816-094418-72aec94e18-7d666a0d05,model_20210816-094418-72aec94e18
3574,"{'tree_method': 'auto', 'max_depth': 12, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'learn_rate': 0.09666247917973038, 'max_count': 362, 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'min_child_weight': 31, 'base_score': 0.5}",model_20210816-094418-72aec94e18-2299c0c2a7,model_20210816-094418-72aec94e18
3575,"{'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'base_score': 0.5, 'max_count': 398, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'min_child_weight': 34, 'learn_rate': 0.09163295257474299, 'tree_method': 'auto', 'max_depth': 12}",model_20210816-094418-72aec94e18-89082283e6,model_20210816-094418-72aec94e18
3576,"{'tree_method': 'auto', 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'max_depth': 10, 'min_child_weight': 30, 'learn_rate': 0.0792241413557645, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'max_count': 279, 'base_score': 0.5, 'column_sample_by_tree': 1.0}",model_20210816-062021-f7b252b637-20f2823972,model_20210816-062021-f7b252b637
3577,"{'column_sample_by_level': 1.0, 'max_count': 373, 'learn_rate': 0.05193428675437582, 'max_depth': 11, 'min_child_weight': 41, 'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'l2_regularization': 1.0, 'base_score': 0.5, 'monotone_constraints': '(0)'}",model_20210816-062021-f7b252b637-8df44581ba,model_20210816-062021-f7b252b637
3578,"{'tree_method': 'auto', 'max_depth': 11, 'column_sample_by_level': 1.0, 'min_child_weight': 55, 'learn_rate': 0.06051670844463305, 'monotone_constraints': '(0)', 'max_count': 102, 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'base_score': 0.5, 'column_sample_by_tree': 1.0}",model_20210816-062021-f7b252b637-68819f627c,model_20210816-062021-f7b252b637
3579,"{'learn_rate': 0.06840607306444792, 'max_count': 286, 'subsample_ratio': 1.0, 'max_depth': 11, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'min_child_weight': 68, 'base_score': 0.5, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'loss': 'none'}",model_20210816-062021-f7b252b637-882b6b3d26,model_20210816-062021-f7b252b637
3580,"{'subsample_ratio': 1.0, 'min_child_weight': 52, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'base_score': 0.5, 'max_depth': 12, 'tree_method': 'auto', 'learn_rate': 0.0898819755998267, 'column_sample_by_level': 1.0, 'max_count': 214, 'l2_regularization': 1.0}",model_20210816-062021-f7b252b637-45e89e33f3,model_20210816-062021-f7b252b637
3581,"{'max_count': 296, 'min_child_weight': 53, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'learn_rate': 0.09627090427578262, 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'base_score': 0.5, 'max_depth': 12, 'column_sample_by_level': 1.0, 'maxCategories': -2}",model_20210816-062021-f7b252b637-e0eb7211c9,model_20210816-062021-f7b252b637
3582,"{'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'max_depth': 12, 'monotone_constraints': '(0)', 'max_count': 364, 'learn_rate': 0.09742699671108537, 'min_child_weight': 40, 'l2_regularization': 1.0, 'base_score': 0.5, 'subsample_ratio': 1.0}",model_20210816-062021-f7b252b637-b0f4cdcdac,model_20210816-062021-f7b252b637
3583,"{'max_count': 355, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'learn_rate': 0.05181115300432013, 'max_depth': 11, 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'min_child_weight': 60}",model_20210816-061439-8c5c8c489a-59740f4470,model_20210816-061439-8c5c8c489a
